證券代碼,西元年份,營業費用,推銷費用,管理費用,研究發展費,營業收入淨額,資產總額,員工人數-母公司,ROA(C)稅前息前折舊前,ROA(A)稅後息前,負債比率,總負債/總淨值,回收利用水量,製程水回收率%,水回收率%,總用水量(含回收水),E_用水回收率%,E_取得用水相關國際認證,E_GRI_用水及廢水管理揭露度,E_GRI_廢棄物管理揭露度,E_每百萬營收廢棄物,E_有害廢棄物回收百分比%,G_報廢產品及電子廢棄物再循環百分比%,總重量(有害+非有害)(噸),廢棄物密集度(公噸/單位),有害廢棄物量(公噸),非有害廢棄物量(公噸),一般廢棄物罰鍰次數,事業廢棄物罰鍰次數,廢棄物清除處理機構罰鍰次數,SASB主產業,TSE產業_代碼,TSE產業_名稱,TEJ產業_名稱,TEJ子產業_名稱
7556,2019,65947.0,23754.0,41447.0,746.0,383160.0,641872.0,30.0,4.1,2.51,38.58,62.81,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,科技與通訊,M2324,半導體業,電子設備,電子設備
7556,2020,74901.0,21762.0,51728.0,1411.0,421839.0,856210.0,34.0,4.9,3.07,16.08,19.16,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,科技與通訊,M2324,半導體業,電子設備,電子設備
7556,2021,81366.0,23776.0,51191.0,6399.0,475300.0,948018.0,33.0,4.31,3.2,16.57,19.86,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,科技與通訊,M2324,半導體業,電子設備,電子設備
7556,2022,98652.0,20686.0,61474.0,16492.0,541263.0,981095.0,35.0,3.53,3.05,16.57,19.86,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,科技與通訊,M2324,半導體業,電子設備,電子設備
7556,2023,91570.0,23797.0,52603.0,15170.0,516549.0,1063630.0,44.0,3.35,2.33,15.2,17.92,,,,,0.0,0.0,0.0,0.0,0.1215,,,2.3799,0.0046,0.4856,1.8943,,,,科技與通訊,M2324,半導體業,電子設備,電子設備
7556,2024,119723.0,31475.0,72743.0,15505.0,626961.0,1286845.0,44.0,3.76,2.98,16.49,19.75,,,,5313.04,0.0,0.0,0.0,0.0,0.0046,67.25,74.3,28.2207,0.0177,11.1244,17.0963,,,,科技與通訊,M2324,半導體業,電子設備,電子設備
7556,2025,136150.0,36940.0,86796.0,12414.0,747739.0,2008986.0,44.0,3.02,2.25,34.79,53.36,,,,,0.0,0.0,0.0,0.0,0.045,0.0,0.0,10.5274,0.0141,2.1074,8.42,,,,科技與通訊,M2324,半導體業,電子設備,電子設備
7556,2026,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.045,0.0,0.0,,,,,,,,科技與通訊,M2324,半導體業,電子設備,電子設備
7558,2017,,,,,,158450.0,34.0,22.56,26.49,30.18,43.23,,,,,,,,,,,,,,,,,,,消費品,M9900,其他,通信網路,導航定位
7558,2018,,,,,,286329.0,42.0,13.5,16.94,19.03,23.5,,,,,,,,,,,,,,,,,,,消費品,M9900,其他,通信網路,導航定位
7558,2019,,,,,,304931.0,45.0,5.33,4.41,20.28,25.45,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,消費品,M9900,其他,通信網路,導航定位
7558,2020,,,,,,359822.0,58.0,11.97,12.63,29.33,41.51,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,消費品,M9900,其他,通信網路,導航定位
7558,2021,,,,,,414283.0,62.0,7.59,4.16,18.17,22.21,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,消費品,M9900,其他,通信網路,導航定位
7558,2022,,,,,,342433.0,59.0,-4.3,-6.74,23.93,31.45,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,消費品,M9900,其他,通信網路,導航定位
7558,2023,,,,,,226739.0,59.0,-11.37,-13.97,20.1,25.16,,,,,0.0,0.0,0.0,0.0,0.294,,,,,,,,,,消費品,M9900,其他,通信網路,導航定位
7558,2024,,,,,,235887.0,59.0,6.22,6.04,20.37,25.59,,,,,0.0,0.0,0.0,0.0,0.2495,8.6,0.0,,,,,,,,消費品,M9900,其他,通信網路,導航定位
7558,2025,,,,,,285959.0,59.0,15.47,12.83,23.82,31.26,,,,,0.0,0.0,0.0,0.0,0.269,14.56,61.445,,,,,,,,消費品,M9900,其他,通信網路,導航定位
7561,2018,,,,,,471000.0,46.0,5.63,6.13,18.16,22.19,,,,,,,,,,,,,,,,,,,醫療保健,M1722,生技醫療業,藥,機能性食品
7561,2019,,,,,,499739.0,50.0,1.87,1.99,23.64,30.96,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,醫療保健,M1722,生技醫療業,藥,機能性食品
7561,2020,,,,,,475804.0,50.0,1.47,-0.99,21.87,27.99,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,醫療保健,M1722,生技醫療業,藥,機能性食品
7561,2021,,,,,,466176.0,65.0,2.28,-0.12,21.93,28.1,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,醫療保健,M1722,生技醫療業,藥,機能性食品
7561,2022,,,,,,598629.0,84.0,2.28,0.04,24.58,32.6,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,醫療保健,M1722,生技醫療業,藥,機能性食品
7561,2023,,,,,,542648.0,84.0,1.39,-0.92,20.04,25.06,,,,,0.0,0.0,0.0,0.0,0.1413,,,,,,,,,,醫療保健,M1722,生技醫療業,藥,機能性食品
7561,2024,,,,,,543634.0,84.0,4.83,2.13,22.61,29.21,,,,,0.0,0.0,0.0,0.0,0.1088,0.0,0.0,,,,,,,,醫療保健,M1722,生技醫療業,藥,機能性食品
7561,2025,,,,,,536582.0,84.0,5.45,2.51,15.57,18.45,,,,,0.0,0.0,0.0,0.0,0.1219,0.0,0.0,,,,,,,,醫療保健,M1722,生技醫療業,藥,機能性食品
7562,2022,,,,,,611680.0,101.0,11.44,7.33,52.44,110.25,,,,,,,,,,,,,,,,,,,科技與通訊,M2325,電腦及週邊設備業,電腦及週邊,工業電腦
7562,2023,,,,,,559565.0,106.0,3.15,1.77,47.29,89.72,,,,200.0,0.0,0.0,0.0,0.0,0.1215,,,,,,,,,,科技與通訊,M2325,電腦及週邊設備業,電腦及週邊,工業電腦
7562,2024,,,,,,577224.0,106.0,7.87,4.61,40.23,67.32,,,,211.0,0.0,0.0,0.0,0.0,0.1254,67.25,74.3,,,,,,,,科技與通訊,M2325,電腦及週邊設備業,電腦及週邊,工業電腦
7562,2025,,,,,,608779.0,108.0,9.33,6.35,35.94,56.1,,,,,0.0,0.0,2.5,2.5,0.1126,45.99,73.11,,,,,,,,科技與通訊,M2325,電腦及週邊設備業,電腦及週邊,工業電腦
7566,2019,,,,,,1928017.0,48.0,1.97,0.75,68.76,220.12,,,,,,,,,,,,,,,,,,,服務,M2700,觀光餐旅,觀光遊樂區,觀光遊樂區
7566,2020,,,,,,2124608.0,48.0,3.32,2.45,61.7,161.07,,,,,,,,,,,,,,,,,,,服務,M2700,觀光餐旅,觀光遊樂區,觀光遊樂區
7566,2021,,,,,,3743117.0,71.0,3.22,1.68,50.27,101.07,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,服務,M2700,觀光餐旅,觀光遊樂區,觀光遊樂區
7566,2022,,,,,,4746025.0,96.0,1.06,0.22,45.35,82.99,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,服務,M2700,觀光餐旅,觀光遊樂區,觀光遊樂區
7566,2023,,,,,,4985672.0,110.0,2.01,0.75,47.36,89.98,,,,,0.0,0.0,0.0,0.0,0.3663,,,,,,,,,,服務,M2700,觀光餐旅,觀光遊樂區,觀光遊樂區
7566,2024,,,,,,6447109.0,168.0,1.45,0.38,47.11,89.06,,,,,0.0,0.0,0.0,0.0,0.3786,0.0,0.0,,,,,,,,服務,M2700,觀光餐旅,觀光遊樂區,觀光遊樂區
7566,2025,,,,,,7025015.0,143.0,0.46,-0.52,52.13,108.9,,,,,0.0,0.0,0.0,0.0,0.3984,0.0,0.0,,,,,,,,服務,M2700,觀光餐旅,觀光遊樂區,觀光遊樂區
7570,2019,,,,,,225306.0,73.0,0.61,-2.03,23.39,30.53,,,,,,,,,,,,,,,,,,,食品與飲料,M9900,其他,餐飲飯店,餐飲
7570,2020,,,,,,206638.0,50.0,-5.02,-5.48,23.68,31.03,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,食品與飲料,M9900,其他,餐飲飯店,餐飲
7570,2021,,,,,,199405.0,42.0,-9.62,-6.67,24.73,32.85,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,食品與飲料,M9900,其他,餐飲飯店,餐飲
7570,2022,,,,,,170711.0,35.0,-5.88,-6.44,18.72,23.03,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,食品與飲料,M9900,其他,餐飲飯店,餐飲
7570,2023,,,,,,193616.0,33.0,-4.03,-6.12,15.23,17.97,,,,,0.0,0.0,0.0,0.0,0.4504,,,,,,,0.0,1.0,0.0,食品與飲料,M9900,其他,餐飲飯店,餐飲
7570,2024,,,,,,176257.0,23.0,-3.79,-5.98,6.33,6.76,,,,,0.0,0.0,0.0,0.0,0.5376,0.0,0.0,,,,,,,,食品與飲料,M9900,其他,餐飲飯店,餐飲
7570,2025,,,,,,155896.0,20.0,-3.14,-3.64,7.71,8.36,,,,,0.0,0.0,0.0,0.0,0.6419,0.0,0.0,,,,,,,,食品與飲料,M9900,其他,餐飲飯店,餐飲
7575,2020,,,,,,630453.0,169.0,8.33,4.23,67.12,204.1,,,,,,,,,,,,,,,,,,,醫療保健,M1722,生技醫療業,醫療耗材,其他醫材
7575,2021,,,,,,740344.0,174.0,8.63,4.53,65.28,188.01,,,,482.0,0.0,0.0,0.0,0.0,,,,,,,,,,,醫療保健,M1722,生技醫療業,醫療耗材,其他醫材
7575,2022,,,,,,826516.0,177.0,11.15,6.6,59.55,147.23,,,,288.0,0.0,0.0,0.0,0.0,,,,,,,,,,,醫療保健,M1722,生技醫療業,醫療耗材,其他醫材
7575,2023,,,,,,885851.0,166.0,10.72,6.87,51.91,107.93,,,,425.0,0.0,0.0,0.0,0.0,0.294,,,,,,,,,,醫療保健,M1722,生技醫療業,醫療耗材,其他醫材
7575,2024,,,,,,1145933.0,154.0,5.16,1.71,64.55,182.08,,,,471.0,0.0,0.0,0.0,0.0,0.2495,8.6,0.0,,,,,,,,醫療保健,M1722,生技醫療業,醫療耗材,其他醫材
7575,2025,,,,,,1141635.0,175.0,5.72,2.98,65.22,187.54,,,,,0.0,0.0,0.0,0.0,0.1219,0.0,0.0,,,,,,,,醫療保健,M1722,生技醫療業,醫療耗材,其他醫材
7578,2021,,,,,,2327726.0,80.0,2.64,0.83,72.62,265.29,,,,69000.0,,,,,,,,,,,,0.0,1.0,0.0,公共建設,M9900,其他,資源回收,廢棄物處理
7578,2022,,,,,,3378778.0,94.0,1.86,0.23,63.64,175.01,22000.0,,,86000.0,0.0,0.0,0.0,0.0,,,,,,,,,,,公共建設,M9900,其他,資源回收,廢棄物處理
7578,2023,,,,,,5147779.0,109.0,1.43,0.41,60.31,151.93,,,,73000.0,0.0,0.0,0.0,0.0,2.0767,,,,,,,,,,公共建設,M9900,其他,資源回收,廢棄物處理
7578,2024,,,,,,6384878.0,114.0,1.35,0.41,61.14,157.32,,,,93000.0,0.0,0.0,0.0,0.0,2.0014,82.1,0.0,,,,,0.0,2.0,0.0,公共建設,M9900,其他,資源回收,廢棄物處理
7578,2025,,,,,,7942045.0,125.0,1.23,0.35,68.85,220.99,,,,,0.0,0.0,0.0,0.0,2.2533,84.6,0.0,,,,,,,,公共建設,M9900,其他,資源回收,廢棄物處理
7583,2022,,,,,,1128710.0,47.0,7.84,3.6,67.52,207.9,,,,,,,,,,,,,,,,,,,可再生資源與替代能源,M3500,綠能環保,海運,其他水運
7583,2023,,,,,,1274483.0,72.0,11.31,3.79,65.9,193.26,,,,,0.0,0.0,0.0,0.0,0.473,,,,,,,,,,可再生資源與替代能源,M3500,綠能環保,海運,其他水運
7583,2024,,,,,,1350143.0,81.0,10.71,4.46,57.21,133.73,,,,,0.0,0.0,0.0,0.0,0.4916,82.615,0.0,,,,,,,,可再生資源與替代能源,M3500,綠能環保,海運,其他水運
7583,2025,,,,,,1620303.0,90.0,11.99,5.2,47.94,92.1,,,,,0.0,0.0,0.0,0.0,0.5978,90.075,97.25,,,,,,,,可再生資源與替代能源,M3500,綠能環保,海運,其他水運
7583,2026,,,,,,,,,,,,,,,,9.215,0.0,0.0,0.0,0.5604,89.0,97.25,,,,,,,,可再生資源與替代能源,M3500,綠能環保,海運,其他水運
7584,2019,,,,,,229300.0,106.0,21.02,8.48,45.9,84.84,,,,,,,,,,,,,,,,,,,服務,M3200,文化創意業,資訊服務,遊戲軟體
7584,2020,,,,,,344345.0,130.0,24.06,12.68,45.39,83.11,,,,,,,,,,,,,,,,,,,服務,M3200,文化創意業,資訊服務,遊戲軟體
7584,2021,,,,,,683644.0,140.0,16.8,11.29,58.77,142.54,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,服務,M3200,文化創意業,資訊服務,遊戲軟體
7584,2022,,,,,,760761.0,182.0,7.13,3.07,54.88,121.63,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,服務,M3200,文化創意業,資訊服務,遊戲軟體
7584,2023,214702.0,45065.0,148966.0,20671.0,579364.0,551603.0,175.0,1.96,-0.79,32.87,48.96,,,,79289.0,0.0,0.0,0.0,0.0,0.3663,,,,,,,,,,服務,M3200,文化創意業,資訊服務,遊戲軟體
7584,2024,398941.0,111461.0,262310.0,25170.0,1011516.0,949742.0,191.0,1.55,-0.6,40.08,66.89,,,,85073.0,0.0,0.0,0.0,0.0,0.3786,0.0,0.0,,,,,,,,服務,M3200,文化創意業,資訊服務,遊戲軟體
7584,2025,390141.0,136816.0,214978.0,38025.0,959583.0,782447.0,190.0,0.52,-2.51,40.64,68.47,,,,,0.0,0.0,2.0,2.0,0.3984,0.0,0.0,,,,,,,,服務,M3200,文化創意業,資訊服務,遊戲軟體
7584,2026,,,,,,,,,,,,,,,,0.0,0.0,2.0,2.0,0.4057,0.0,0.0,,,,,,,,服務,M3200,文化創意業,資訊服務,遊戲軟體
7590,2020,,,,,,1794066.0,44.0,2.67,1.39,61.57,160.22,,,,,,,,,,,,,,,,,,,可再生資源與替代能源,M9900,其他,光電及I/O,太陽能系統
7590,2021,,,,,,2701056.0,42.0,2.59,1.42,61.19,157.69,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,可再生資源與替代能源,M9900,其他,光電及I/O,太陽能系統
7590,2022,,,,,,3488623.0,42.0,1.69,0.49,69.01,222.71,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,可再生資源與替代能源,M9900,其他,光電及I/O,太陽能系統
7590,2023,,,,,,4054643.0,44.0,1.42,0.71,68.42,216.66,,,,,0.0,0.0,0.0,0.0,0.473,,,,,,,0.0,1.0,0.0,可再生資源與替代能源,M9900,其他,光電及I/O,太陽能系統
7590,2024,,,,,,5156721.0,44.0,1.38,-0.23,74.7,295.28,,,,,0.0,0.0,0.0,0.0,0.4916,82.615,0.0,,,,,,,,可再生資源與替代能源,M9900,其他,光電及I/O,太陽能系統
7590,2025,,,,,,5883102.0,44.0,2.58,0.94,71.09,245.96,,,,,0.0,0.0,0.0,0.0,0.5978,90.075,97.25,,,,,,,,可再生資源與替代能源,M9900,其他,光電及I/O,太陽能系統
7595,2019,,,,,,172227.0,36.0,-6.86,-12.38,24.08,31.72,,,,,,,,,,,,,,,,,,,醫療保健,M1722,生技醫療業,醫療耗材,體外診斷
7595,2020,,,,,,449913.0,43.0,0.11,-2.09,8.97,9.85,,,,,,,,,,,,,,,,,,,醫療保健,M1722,生技醫療業,醫療耗材,體外診斷
7595,2021,,,,,,419123.0,40.0,-1.39,-3.29,8.8,9.65,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,醫療保健,M1722,生技醫療業,醫療耗材,體外診斷
7595,2022,,,,,,384269.0,43.0,-2.58,-4.91,11.59,13.1,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,醫療保健,M1722,生技醫療業,醫療耗材,體外診斷
7595,2023,,,,,,1046954.0,48.0,-2.26,-3.97,57.58,135.75,,,,,0.0,0.0,0.0,0.0,0.1413,,,,,,,,,,醫療保健,M1722,生技醫療業,醫療耗材,體外診斷
7595,2024,,,,,,1003144.0,49.0,-2.42,-2.91,65.2,187.38,,,,,0.0,0.0,0.0,0.0,0.1088,0.0,0.0,,,,,,,,醫療保健,M1722,生技醫療業,醫療耗材,體外診斷
7595,2025,,,,,,988369.0,42.0,-1.03,-2.66,71.83,254.97,,,,,0.0,0.0,0.0,0.0,0.1219,0.0,0.0,,,,,,,,醫療保健,M1722,生技醫療業,醫療耗材,體外診斷
7607,2022,,,,,,82240.0,19.0,-20.63,-25.03,10.49,11.71,,,,,,,,,,,,,,,,,,,醫療保健,M1722,生技醫療業,生物科技,細胞醫療
7607,2023,,,,,,94002.0,30.0,-18.53,-22.38,16.58,19.87,,,,,0.0,0.0,0.0,0.0,0.1413,,,,,,,,,,醫療保健,M1722,生技醫療業,生物科技,細胞醫療
7607,2024,,,,,,59654.0,34.0,-40.36,-48.44,71.77,254.2,,,,,0.0,0.0,0.0,0.0,0.1088,0.0,0.0,,,,,,,,醫療保健,M1722,生技醫療業,生物科技,細胞醫療
7607,2025,,,,,,78536.0,25.0,-13.32,-17.04,35.08,54.03,,,,,0.0,0.0,0.0,0.0,0.1219,0.0,0.0,,,,,,,,醫療保健,M1722,生技醫療業,生物科技,細胞醫療
7610,2019,,,,,,,,,,,,,,,4210.0,,,,,,,,,,,,0.0,2.0,0.0,公共建設,M3500,綠能環保,資源回收,貴金屬回收
7610,2020,,,,,,,,,,,,,,,12873.0,,,,,,,,,,,,0.0,1.0,0.0,公共建設,M3500,綠能環保,資源回收,貴金屬回收
7610,2021,,,,,,694356.0,72.0,7.21,4.12,47.5,90.46,,,,21147.0,,,,,,,,,,,,,,,公共建設,M3500,綠能環保,資源回收,貴金屬回收
7610,2022,,,,,,1194458.0,86.0,8.4,5.51,62.56,167.06,,,,24037.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,公共建設,M3500,綠能環保,資源回收,貴金屬回收
7610,2023,,,,,,1554210.0,90.0,4.45,2.64,52.58,110.89,,,,18439.0,0.0,0.0,0.0,0.0,2.0767,,,,,,,0.0,2.0,0.0,公共建設,M3500,綠能環保,資源回收,貴金屬回收
7610,2024,68650.0,12559.0,50127.0,5954.0,1098913.0,1894058.0,102.0,1.26,0.53,58.06,138.41,,,,31549.0,0.0,0.0,1.5,2.0,2.0014,82.1,0.0,,,,,0.0,0.0,0.0,公共建設,M3500,綠能環保,資源回收,貴金屬回收
7610,2025,123303.0,21531.0,93086.0,8633.0,1405539.0,3024630.0,100.0,8.25,5.91,46.73,87.72,,,,,0.0,0.0,1.5,1.5,2.2533,84.6,0.0,98.094,,0.0,98.094,,,,公共建設,M3500,綠能環保,資源回收,貴金屬回收
7610,2026,,,,,,,,,,,,,,,,0.0,0.0,1.5,1.5,2.227,84.6,0.0,,,,,,,,公共建設,M3500,綠能環保,資源回收,貴金屬回收
7631,2022,,,,,,731432.0,106.0,21.24,16.67,52.41,110.14,,,,,,,,,,,,,,,,,,,科技與通訊,M2331,其他電子業,電子設備,廠務工程
7631,2023,,,,,,754999.0,127.0,7.94,5.99,36.27,56.92,,,,638.0,0.0,0.0,0.0,0.0,0.1215,,,,,,,,,,科技與通訊,M2331,其他電子業,電子設備,廠務工程
7631,2024,127155.0,14077.0,100060.0,13018.0,850790.0,1008599.0,140.0,4.91,3.4,49.45,97.81,,,,460.0,0.0,0.0,1.5,0.0,0.1254,67.25,74.3,35.44,,0.0,35.44,,,,科技與通訊,M2331,其他電子業,電子設備,廠務工程
7631,2025,149874.0,19766.0,108197.0,21911.0,1102454.0,1483072.0,153.0,6.54,4.8,43.3,76.36,,,,,0.0,0.0,5.0,0.0,0.0417,45.99,73.11,37.3,,0.0,37.3,,,,科技與通訊,M2331,其他電子業,電子設備,廠務工程
7631,2026,,,,,,,,,,,,,,,,0.0,0.0,5.0,0.0,0.0417,47.83,74.355,,,,,,,,科技與通訊,M2331,其他電子業,電子設備,廠務工程
7642,2022,,,,,,1342900.0,108.0,16.33,13.55,57.57,135.67,,,,,,,,,,,,,,,,,,,消費品,M1500,電機機械,家電製品,家電
7642,2023,,,,,,1360274.0,99.0,2.88,2.03,45.58,83.75,,,,,0.0,0.0,0.0,0.0,0.294,,,,,,,,,,消費品,M1500,電機機械,家電製品,家電
7642,2024,93699.0,13242.0,72240.0,8217.0,958282.0,1329838.0,101.0,4.82,3.7,41.14,69.89,,,,,0.0,0.0,0.0,0.0,0.2495,8.6,0.0,,,,,,,,消費品,M1500,電機機械,家電製品,家電
7642,2025,97579.0,13878.0,70570.0,12355.0,808094.0,1413145.0,103.0,1.96,1.19,28.97,40.79,,,,,0.0,0.0,0.0,0.0,0.269,14.56,61.445,,,,,,,,消費品,M1500,電機機械,家電製品,家電
7642,2026,,,,,,,,,,,,,,,,6.98,0.0,0.0,0.0,0.2739,43.64,61.445,,,,,,,,消費品,M1500,電機機械,家電製品,家電
7660,2024,,,,,,760766.0,27.0,5.54,3.54,45.94,84.99,,,,,,,,,,,,,,,,,,,醫療保健,M1722,生技醫療業,醫療耗材,輔助與彌補
7660,2025,,,,,,867323.0,33.0,3.17,0.37,37.9,61.02,,,,,,,,,,,,,,,,,,,醫療保健,M1722,生技醫療業,醫療耗材,輔助與彌補
7669,2024,,,,,,147750.0,23.0,29.07,19.95,29.0,40.85,,,,,,,,,,,,,,,,,,,科技與通訊,M2324,半導體業,半導體,其他封測材
7669,2025,,,,,,862902.0,37.0,11.46,8.71,29.13,41.1,,,,,,,,,,,,,,,,,,,科技與通訊,M2324,半導體業,半導體,其他封測材
7669,2026,,,,,,,,,,,,,,,,5.085,0.0,0.0,0.0,0.114,47.83,74.355,,,,,,,,科技與通訊,M2324,半導體業,半導體,其他封測材
7689,2024,,,,,,3476899.0,566.0,9.76,7.33,71.88,255.67,,,,,,,,,,,,,,,,,,,科技與通訊,M2327,通訊網路業,光電及I/O,安全監控
7689,2025,,,,,,5613300.0,598.0,8.0,5.85,71.75,253.97,,,,,0.0,0.0,0.0,0.0,0.269,14.56,61.445,,,,,,,,科技與通訊,M2327,通訊網路業,光電及I/O,安全監控
7689,2026,,,,,,,,,,,,,,,,5.085,0.0,0.0,0.0,0.114,47.83,74.355,,,,,,,,科技與通訊,M2327,通訊網路業,光電及I/O,安全監控
7702,2022,,,,,,907916.0,73.0,9.45,3.26,20.12,25.2,,,,,,,,,,,,,,,,,,,可再生資源與替代能源,M3500,綠能環保,基本金屬,金屬加工
7702,2023,,,,,,1026841.0,87.0,12.16,7.54,19.36,24.0,,,,2510.0,,,,,,,,,,,,,,,可再生資源與替代能源,M3500,綠能環保,基本金屬,金屬加工
7702,2024,,,,,,1476628.0,77.0,0.63,-1.13,48.85,95.49,,,,3285.0,0.0,0.0,0.0,0.0,0.4916,82.615,0.0,,,,,,,,可再生資源與替代能源,M3500,綠能環保,基本金屬,金屬加工
7702,2025,,,,,,1445757.0,82.0,0.03,-0.17,49.3,97.24,,,,,0.0,0.0,0.0,0.0,0.5978,90.075,97.25,,,,,,,,可再生資源與替代能源,M3500,綠能環保,基本金屬,金屬加工
7703,2022,,,,,,1785701.0,198.0,10.97,8.22,45.39,83.11,,,,,,,,,,,,,,,,,,,科技與通訊,M2331,其他電子業,電子設備,廠務工程
7703,2023,114574.0,18319.0,96255.0,0.0,1779726.0,2060928.0,201.0,4.43,3.01,25.01,33.35,,,,2077.62,,,,,,,,,,,,,,,科技與通訊,M2331,其他電子業,電子設備,廠務工程
7703,2024,154083.0,22319.0,127043.0,4721.0,1951312.0,2652775.0,218.0,4.56,3.67,23.74,31.13,,,,2908.22,0.0,0.0,0.0,0.0,0.1254,67.25,74.3,,,,,,,,科技與通訊,M2331,其他電子業,電子設備,廠務工程
7703,2025,215241.0,29513.0,164380.0,10932.0,2564418.0,2946047.0,238.0,3.51,2.35,27.24,37.44,,,,,0.0,0.0,0.0,0.0,0.1126,0.0,4.43,18.56,0.0073,0.0,18.56,,,,科技與通訊,M2331,其他電子業,電子設備,廠務工程
7703,2026,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.114,47.83,74.355,,,,,,,,科技與通訊,M2331,其他電子業,電子設備,廠務工程
7704,2022,,,,,,1019148.0,106.0,7.23,6.04,28.8,40.46,,,,,,,,,,,,,,,,,,,科技與通訊,M2324,半導體業,電子設備,電子設備
7704,2023,161401.0,46144.0,78706.0,36581.0,727750.0,1128586.0,154.0,2.09,1.34,18.88,23.27,,,,5581.0,,,,,,,,,,,,,,,科技與通訊,M2324,半導體業,電子設備,電子設備
7704,2024,171381.0,42826.0,81716.0,46571.0,760258.0,1387893.0,142.0,1.71,1.04,15.4,18.21,,,,6290.0,0.0,0.0,0.0,0.0,0.1254,67.25,74.3,8.274,,0.445,7.829,,,,科技與通訊,M2324,半導體業,電子設備,電子設備
7704,2025,148253.0,40137.0,65191.0,42533.0,671073.0,1318109.0,135.0,2.74,1.78,11.64,13.17,,,,,0.0,0.0,1.5,2.0,0.0109,0.0,4.43,6.159,,0.093,6.066,,,,科技與通訊,M2324,半導體業,電子設備,電子設備
7704,2026,,,,,,,,,,,,,,,,0.0,0.0,1.5,2.0,0.0109,47.83,74.355,,,,,,,,科技與通訊,M2324,半導體業,電子設備,電子設備
7705,2022,,,,,,3112097.0,4354.0,16.19,3.9,66.91,202.23,,,,53081.0,,,,,,,,,,,,2.0,1.0,0.0,食品與飲料,M2700,觀光餐旅,餐飲飯店,餐飲
7705,2023,1877813.0,1627580.0,237618.0,12615.0,5771636.0,3372026.0,4937.0,6.25,-1.36,65.52,190.03,,,,89215.0,0.0,0.0,0.0,0.0,0.4504,,,,,,,2.0,0.0,0.0,食品與飲料,M2700,觀光餐旅,餐飲飯店,餐飲
7705,2024,2053691.0,1773637.0,257120.0,22963.0,6324178.0,3622932.0,5247.0,5.49,0.07,53.8,116.47,,,,85801.0,0.0,0.0,0.0,0.0,0.5376,0.0,0.0,422.38,,0.0,422.38,2.0,5.0,0.0,食品與飲料,M2700,觀光餐旅,餐飲飯店,餐飲
7705,2025,2174649.0,1895169.0,262853.0,16627.0,6533440.0,3846994.0,5537.0,5.74,1.14,59.8,148.73,,,,,0.0,0.0,5.0,5.0,0.0668,0.0,0.0,391.99,0.06,0.0,391.99,1.0,0.0,0.0,食品與飲料,M2700,觀光餐旅,餐飲飯店,餐飲
7705,2026,,,,,,,,,,,,,,,,0.0,0.0,5.0,5.0,0.0668,0.0,0.0,,,,,1.0,0.0,0.0,食品與飲料,M2700,觀光餐旅,餐飲飯店,餐飲
7706,2022,,,,,,108388.0,368.0,9.09,7.34,62.36,165.66,,,,,,,,,,,,,,,,,,,服務,M9900,其他,其他,其他服務
7706,2023,,,,,,220516.0,419.0,1.52,1.18,37.85,60.89,,,,,,,,,,,,,,,,,,,服務,M9900,其他,其他,其他服務
7706,2024,,,,,,244283.0,615.0,2.5,1.31,44.1,78.9,,,,,0.0,0.0,0.0,0.0,0.3786,0.0,0.0,,,,,,,,服務,M9900,其他,其他,其他服務
7706,2025,,,,,,258627.0,679.0,4.07,2.97,45.15,82.32,,,,,0.0,0.0,0.0,0.0,0.3984,0.0,0.0,,,,,,,,服務,M9900,其他,其他,其他服務
7706,2026,,,,,,,,,,,,,,,,6.105,0.0,0.0,0.0,0.4057,0.0,0.0,,,,,,,,服務,M9900,其他,其他,其他服務
7707,2022,,,,,,712505.0,49.0,14.29,12.59,53.52,115.13,,,,,,,,,,,,,,,,,,,科技與通訊,M2324,半導體業,半導體,矽智財
